Num episodes,Cumulative rewards
700,"[-170.8063013811319, -248.61830000741298, -287.2412572711944, -201.99325164529236, -345.1251757397188, -206.37413419231547, -665.4579908661518, -377.28161901085934, -156.9500658986915, -112.81632876530333]"
710,"[-127.74395684929118, -250.88165470553542, -265.0385921872429, -509.0807060645566, -285.0211991244469, -482.4609636400319, -397.6271733182754, -577.642992836456, -601.6273265763407, -328.771173408114]"
720,"[-244.05218705282692, -405.31889060633966, -333.79793442432447, -303.63530885046845, -227.29656908504094, -213.01310393104353, -336.259589192671, -544.5612517836627, -313.11932986651675, -257.44655119614043]"
730,"[-282.7147482412131, -396.86393585369535, -676.6547210945372, -504.23721148284335, -164.83212092340156, -83.45229491119842, -343.6757389706612, -670.6161945061369, -188.11071216821867, -490.5357299374547]"
740,"[-224.33017044304233, -253.2609661738214, -886.0600051672156, -340.40761625151754, -524.7127169209055, -732.2804366008231, -144.45911021989195, -224.82200409656497, -260.78155624737605, -155.52149939439073]"
750,"[-254.0955379655806, -122.69663289475281, -255.71178045999466, -476.685776026173, -147.71467695418417, -147.87941897070652, -671.370975012811, -450.8884823474844, -292.22860138373346, -249.78433206709516]"
760,"[-503.8153404852898, -445.80604859076925, -604.8544490032416, -273.2498187580729, -166.7108083349946, -20.30064069122772, -539.8752064477969, -648.8627437931217, -912.2569257062519, -594.6402128600794]"
770,"[-188.32815206713164, -728.5995760604726, -144.70124821483628, -367.778398903538, -182.06539304070145, -274.7840499964585, -236.52028644851072, -132.41397097049037, -404.6979699649441, -471.73277536114574]"
780,"[-146.30184889642925, -216.02697076588828, -134.8741306449691, -167.19123508900003, -151.4124364858091, -600.8244128401825, -584.520444979207, -192.16135304726782, -515.8517856642866, -275.54450377517145]"
790,"[-515.6404779305087, -328.92960814656715, -314.1647958334905, -146.01207499109705, -281.7818621768846, -238.6450115147353, -531.0989642112287, -383.7922570517226, -131.61577417347843, 18.86571781760135]"
800,"[-140.74281683702935, -148.93961018491098, -259.07243945691164, -426.87396792283386, -456.1231080155047, -498.23662966129797, -140.69183286871663, -136.24488718266093, -224.25483488611275, -279.3073702785782]"
810,"[-540.6763936291618, -207.0372019394972, -168.10339628407525, -639.7555124344152, -297.28264488147556, -894.4252016728958, -389.32197704460134, -492.95872256721725, -511.8873355294402, -461.8363819888065]"
820,"[-611.9501202998093, -375.437906686617, -149.11769324347617, -528.055020622377, -362.99625864202335, -533.2522462872246, -283.3166502377368, -146.78932884681873, -240.23415359538578, -97.18213418349427]"
830,"[82.46506256376637, -507.9590990279447, -748.7371211911075, -356.8827304487782, -200.96634595490895, -165.84116595751365, -418.84872147489017, -136.01596783196527, -649.4199383786874, -254.38552011461837]"
840,"[-376.1073813024073, -886.8593850933858, -116.752982019704, -102.04958171825626, -184.98895664931626, -197.16402432026638, -280.11417617596794, -250.63933066532337, -577.976823195876, -134.40174762425988]"
850,"[-164.9807411207815, -278.8770608635802, -370.52436293559686, -373.797374402369, -179.8413064707787, -556.9094945581793, -425.2620251899474, -496.4371980901117, -125.21069892074212, -614.3155330634658]"
860,"[-303.5494509040053, -453.1204871904338, -586.0579249503788, -218.81923039901056, -161.16512453810486, -289.9056787202008, -278.9885950891238, -289.0312311175595, -180.68543634843167, -523.3390454504524]"
870,"[-243.52492861082885, -678.3913048831507, -348.05412172566145, -442.91112862458164, -137.73146905881595, -406.2620758937129, -383.45503548036515, -137.19872321661072, -242.59461383814028, -169.4200071369066]"
880,"[-100.22112231255059, -224.34108934202516, -190.93270409632765, -932.998360597703, -404.3119797263864, -484.7398880955867, -149.2411078632841, -644.6513145191773, -403.55088507867185, -202.20713595471904]"
890,"[-125.79732769544543, -337.62139981736846, -222.6699124384519, -149.51770027132886, -310.9600562221392, -181.2409240840298, -370.6151397685714, -365.4701170683463, -475.30444939102006, -264.9301638984529]"
900,"[-246.89013561633521, -295.16514043970074, -175.37565010261332, -448.3575677728112, -252.47381913344563, -446.5257356290459, -490.2115869220187, -481.17865508542195, -573.0718231352996, -516.1834864740264]"
910,"[-155.77660306103084, -431.12736921805686, -132.00842099732728, -880.7758454142839, -374.11915659805817, -149.34142537399734, -314.9369619167869, -539.9838771248353, -291.71390972932454, -61.22747202294718]"
920,"[-266.1405131122831, -114.28720172236123, -172.4041731739643, -237.23911653165408, -863.3589043375154, -687.1359271749043, -128.64997559254658, -450.5480133144013, -111.9219231568762, -217.66888346056447]"
930,"[-411.00489539438706, -352.43191356262, -187.195769425796, -132.92940902501437, -125.29973999335286, -140.29561012799493, -562.5455728400541, -208.50880689196305, -125.4844908860423, -756.3425518495864]"
940,"[-22.93736951429264, -618.7051268445164, -440.77273585579144, -305.84252481514375, -337.4997684302448, -214.46018274601204, -753.3111939734122, -324.9619476873326, -375.95299616679233, -204.51221659527818]"
950,"[-302.9142887093174, -913.6121691210717, -239.54430101312255, -262.8487197717051, -556.5141808868882, -504.4084677225289, -140.87028585126276, -812.6912797967509, -119.93159058195891, -492.7659287046833]"
960,"[-174.16087635919047, -144.6852102470702, -220.23334405161933, -624.2527679218715, -239.56013964704778, -732.9655312934801, -128.36881683326484, -363.9527428186789, -127.41965646486456, -224.89525741114102]"
970,"[-459.6164426747502, -232.8932813810942, -376.79053213857804, -242.6717328594051, -295.209135705659, -153.60583722229302, -428.0008475874073, -432.75858085685473, -407.033946504824, -137.2208975975906]"
980,"[-905.9070501822131, -373.7325721789265, -264.28404157515513, -340.7213452751665, -552.5520521809251, -112.87442121361272, -472.5163641966365, -130.34555911713124, -596.4423924405216, -244.57574001029707]"
990,"[-467.43547189120017, -414.4872308125308, -277.6768459016798, -210.53930709476253, -439.6995886266895, -280.2376103141022, -171.5365718418998, -491.327330582947, -221.87985274068933, -251.5020012465688]"
1000,"[-436.7520006188096, -207.43320565039562, -189.520644362121, -119.94584934018154, -393.4103293178973, -379.63480725754295, -414.1054045654368, -311.95541943783303, -335.241052214612, -481.72050543230796]"
1010,"[-464.6506203025434, -312.2342572560488, -456.66896975611786, -118.3087549931075, -474.95714215166146, -578.3280256195264, -421.34370453326017, -480.5532877455456, -824.9595205535197, -295.3778499274743]"
1020,"[-560.7096535682233, -439.58784661955826, -903.4211746637095, -223.2213546123425, -672.0829532769976, -400.48831049118496, -141.9633708153586, -231.77765011324823, -242.6248004035424, -134.45266382259715]"
